"Ref_ID","Cross_Ref_ID","Data_source","Title","Authors","Abstract_old","Abstract","S_Ref_Year","Journal","Volume","Start_page","End_page","Address","PubMed_entry","PubMed","Exclude_analysis","WGS_WXS","Comment","Tissue_processing","Start_material","Prescreening","Material_sequenced","Confirmation","exon2","exon3","exon4","exon5","exon6","exon7","exon8","exon9","exon10","exon11"
1352,,"journal","Mutations in zinc-binding domains of p53 as a prognostic marker of esophageal-cancer patients","net.sourceforge.jtds.jdbc.ClobImpl@1769472c","net.sourceforge.jtds.jdbc.ClobImpl@4209b004","net.sourceforge.jtds.jdbc.ClobImpl@60ca230a",2000,"Jpn J Cancer Res",91,190,198,"net.sourceforge.jtds.jdbc.ClobImpl@7c790f2a","PM:0010761706","0010761706",false,"No","","frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1353,,"journal","UV mutation signature in tumor suppressor genes involved in skin carcinogenesis in xeroderma pigmentosum patients","net.sourceforge.jtds.jdbc.ClobImpl@217467ae","net.sourceforge.jtds.jdbc.ClobImpl@2e726a14","net.sourceforge.jtds.jdbc.ClobImpl@1f91cea3",2000,"Oncogene",19,463,467,"net.sourceforge.jtds.jdbc.ClobImpl@2ba59224","PM:0010656695","0010656695",false,"No","","","","","",false,false,false,false,true,true,true,true,false,false,false
1354,,"journal","P53 point mutations in initial superficial bladder cancer occur only in tumors from current or recent cigarette smokers","net.sourceforge.jtds.jdbc.ClobImpl@29eec9e9","net.sourceforge.jtds.jdbc.ClobImpl@1471240a","net.sourceforge.jtds.jdbc.ClobImpl@50404f1",2000,"Carcinogenesis",21,101,106,"net.sourceforge.jtds.jdbc.ClobImpl@23782c7","PM:0010607740","0010607740",false,"No","","frozen","DNA","none","direct",true,false,false,false,true,true,true,true,false,false,false
1355,,"journal","High frequency in esophageal cancers of p53 alterations inactivating the regulation of genes involved in cell cycle and apoptosis","net.sourceforge.jtds.jdbc.ClobImpl@5dc9a2e9","net.sourceforge.jtds.jdbc.ClobImpl@40858c2e","net.sourceforge.jtds.jdbc.ClobImpl@65832b43",2000,"Carcinogenesis",21,563,565,"net.sourceforge.jtds.jdbc.ClobImpl@5b1cbc8e","PM:0010753186","0010753186",false,"No","","fresh","RNA","FASAY","cloned",true,false,false,true,true,true,true,true,true,true,false
1356,,"journal","Molecular alterations of p73 in human esophageal squamous cell carcinomas: loss of heterozygosity occurs frequently; loss of imprinting and elevation of p73 expression may be related to defective p53","net.sourceforge.jtds.jdbc.ClobImpl@4bd293ee","net.sourceforge.jtds.jdbc.ClobImpl@275a9246","net.sourceforge.jtds.jdbc.ClobImpl@5bff6cdd",2000,"Carcinogenesis",21,683,689,"net.sourceforge.jtds.jdbc.ClobImpl@653943e0","PM:0010753204","0010753204",false,"No","","frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1357,,"journal","Somatic mutations of the APC, KRAS, and TP53 genes in nonpolypoid colorectal adenomas","net.sourceforge.jtds.jdbc.ClobImpl@3a2bf14a","net.sourceforge.jtds.jdbc.ClobImpl@49908ceb","net.sourceforge.jtds.jdbc.ClobImpl@69298880",2000,"Genes Chromosomes Cancer",27,202,208,"net.sourceforge.jtds.jdbc.ClobImpl@4620f006","PM:10612810","10612810",false,"No","","frozen/fixed","DNA","DGGE","direct",false,true,true,true,true,true,true,true,true,true,true
1358,,"journal","Mutations of the p53 gene in nasal NK/T-cell lymphoma","net.sourceforge.jtds.jdbc.ClobImpl@2364e829","net.sourceforge.jtds.jdbc.ClobImpl@6edecf7a","net.sourceforge.jtds.jdbc.ClobImpl@4b1627a9",2000,"Lab Invest",80,493,499,"net.sourceforge.jtds.jdbc.ClobImpl@a775e0d","PM:0010780666","0010780666",false,"No","","fixed","DNA","SSCP","direct",true,false,false,false,true,true,true,true,false,false,false
1359,,"journal","p53 splice acceptor site mutation and increased HsRAD51 protein expression in Bloom's syndrome GM1492 fibroblasts","net.sourceforge.jtds.jdbc.ClobImpl@e56daca","net.sourceforge.jtds.jdbc.ClobImpl@166b6165","net.sourceforge.jtds.jdbc.ClobImpl@6c3a376e",2000,"Gene",246,247,254,"net.sourceforge.jtds.jdbc.ClobImpl@5c0d9bd2","PM:0010767546","0010767546",false,"No","","fresh","RNA","none","direct",false,false,false,true,true,true,true,true,true,false,false
1360,,"journal","p53 mutations in hairy cell leukemia","net.sourceforge.jtds.jdbc.ClobImpl@64359a13","net.sourceforge.jtds.jdbc.ClobImpl@2998afb9","net.sourceforge.jtds.jdbc.ClobImpl@14246ca3",2000,"Leukemia",14,706,711,"net.sourceforge.jtds.jdbc.ClobImpl@24c7b6fe","PM:0010764158","0010764158",false,"No","","fresh","DNA","SSCP","direct",true,false,false,false,true,true,true,true,false,false,false
1361,,"journal","Transition from squamous cell carcinoma to adenocarcinoma in adenosquamous carcinoma of the lung","net.sourceforge.jtds.jdbc.ClobImpl@6c6a5577","net.sourceforge.jtds.jdbc.ClobImpl@63da24","net.sourceforge.jtds.jdbc.ClobImpl@3715ffff",2000,"Am J Pathol",156,1289,1298,"net.sourceforge.jtds.jdbc.ClobImpl@2e7cdfa5","PM:0010751354","0010751354",false,"No","","fixed","DNA","none","cloned",true,false,false,false,true,true,true,true,false,false,false
1362,,"journal","Aberrations of the K-ras, p53, and APC genes in extrahepatic bile duct cancer","net.sourceforge.jtds.jdbc.ClobImpl@1083e6f0","net.sourceforge.jtds.jdbc.ClobImpl@eafbc3e","net.sourceforge.jtds.jdbc.ClobImpl@165d5013",2000,"J Surg Oncol",73,158,163,"net.sourceforge.jtds.jdbc.ClobImpl@5e94248a","PM:0010738270","0010738270",false,"No","","frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1363,,"journal","Bcl-2 and p53 protein expression, apoptosis, and p53 mutation in human epithelial ovarian cancers","net.sourceforge.jtds.jdbc.ClobImpl@51affdce","net.sourceforge.jtds.jdbc.ClobImpl@2292e589","net.sourceforge.jtds.jdbc.ClobImpl@5eb3e400",2000,"Am J Pathol",156,409,417,"net.sourceforge.jtds.jdbc.ClobImpl@21fc2b28","PM:0010666369","0010666369",false,"No","","fixed","DNA","SSCP","direct",false,false,false,false,true,true,true,true,true,true,true
1364,503,"journal","Mutational analysis of p73 and p53 in human cancer cell lines","net.sourceforge.jtds.jdbc.ClobImpl@f13f354","net.sourceforge.jtds.jdbc.ClobImpl@3a98e192","net.sourceforge.jtds.jdbc.ClobImpl@7bca9125",1999,"Oncogene",18,3415,3421,"net.sourceforge.jtds.jdbc.ClobImpl@3b2f401f","PM:0010362363","0010362363",false,"No","See ref 503; 13","","","","",false,false,false,false,true,true,true,true,false,false,false
1365,,"journal","Genetic profile of gliosarcomas","net.sourceforge.jtds.jdbc.ClobImpl@2b368d7d","net.sourceforge.jtds.jdbc.ClobImpl@565f6df8","net.sourceforge.jtds.jdbc.ClobImpl@79b38daf",2000,"Am J Pathol",156,425,432,"net.sourceforge.jtds.jdbc.ClobImpl@385d153e","PM:0010666371","0010666371",false,"No","","","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1366,,"journal","Integrated p53 histopathologic/genetic analysis of premalignant lesions of the esophagus","net.sourceforge.jtds.jdbc.ClobImpl@279f3a2d","net.sourceforge.jtds.jdbc.ClobImpl@a82a38b","net.sourceforge.jtds.jdbc.ClobImpl@6fb98981",2000,"Cancer Detect Prev",24,13,23,"net.sourceforge.jtds.jdbc.ClobImpl@3f1d85ad","PM:0010757119","0010757119",false,"No","","","DNA","none","direct",false,false,false,false,true,true,true,true,false,false,false
1367,1367,"journal","Progression in transitional cell carcinoma of the urinary bladder-- analysis of Tp53 gene mutations by temperature gradients and sequence in tumor tissues and in cellular urine sediments","net.sourceforge.jtds.jdbc.ClobImpl@618d8e31","net.sourceforge.jtds.jdbc.ClobImpl@7e0ce770","net.sourceforge.jtds.jdbc.ClobImpl@5dda9cb1",2000,"Cancer Detect Prev",24,24,32,"net.sourceforge.jtds.jdbc.ClobImpl@eb94a4a","PM:0010757120","0010757120",false,"No","","frozen","DNA","DGGE","direct",true,false,false,false,true,true,true,true,false,false,false
1368,,"journal","p53 gene mutation, tumor p53 protein overexpression, and serum p53 autoantibody generation in patients with breast cancer","net.sourceforge.jtds.jdbc.ClobImpl@348b1aa","net.sourceforge.jtds.jdbc.ClobImpl@1a66e1d4","net.sourceforge.jtds.jdbc.ClobImpl@13d0c93d",2000,"Clin Biochem",33,53,62,"net.sourceforge.jtds.jdbc.ClobImpl@57ff2a17","PM:0010693987","0010693987",false,"No","","frozen","DNA","none","direct",false,true,true,true,true,true,true,true,true,true,true
1369,,"journal","Molecular evidence of field cancerization in a patient with 7 tumors of the aerodigestive tract","net.sourceforge.jtds.jdbc.ClobImpl@117c04a3","net.sourceforge.jtds.jdbc.ClobImpl@3c392f19","net.sourceforge.jtds.jdbc.ClobImpl@29b59082",2000,"Hum Pathol",31,269,271,"net.sourceforge.jtds.jdbc.ClobImpl@7b4a831","PM:10685648","10685648",false,"No","","","","","",false,false,false,false,false,false,false,false,false,false,false
1370,,"journal","Lung tumor KRAS and TP53 mutations in nonsmokers reflect exposure to PAH-rich coal combustion emissions.","net.sourceforge.jtds.jdbc.ClobImpl@761cfd78","net.sourceforge.jtds.jdbc.ClobImpl@3a85545","net.sourceforge.jtds.jdbc.ClobImpl@61cf432",2001,"Cancer Res",61,6679,6681,"net.sourceforge.jtds.jdbc.ClobImpl@24cb21e0","PM:11559534","11559534",false,"No","","fixed","DNA","none","direct",true,false,false,true,true,true,true,true,true,false,false
1371,,"journal","p53 mutations in lung cancer associated with residential radon exposure","net.sourceforge.jtds.jdbc.ClobImpl@35adef3c","net.sourceforge.jtds.jdbc.ClobImpl@746e86b1","net.sourceforge.jtds.jdbc.ClobImpl@1532516a",1999,"Cancer Epidemiol Biomarkers Prev",8,433,438,"net.sourceforge.jtds.jdbc.ClobImpl@688ba60d","PM:10350439","10350439",false,"No","","fixed","DNA","SSCP","direct",true,false,false,false,true,true,true,true,false,false,false
1372,,"journal","p53 Mutations and exposure to environmental tobacco smoke in a multicenter study on lung cancer","net.sourceforge.jtds.jdbc.ClobImpl@3285602f","net.sourceforge.jtds.jdbc.ClobImpl@32de33c0","net.sourceforge.jtds.jdbc.ClobImpl@35608df0",2000,"Cancer Res",60,2906,2911,"net.sourceforge.jtds.jdbc.ClobImpl@6efe9f","PM:10850436","10850436",false,"No","","fixed","DNA","DGGE","direct",false,false,false,true,true,true,true,true,true,false,false
1373,,"journal","Distinct pattern of TP53 mutations in squamous cell carcinoma of the esophagus in Iran.","net.sourceforge.jtds.jdbc.ClobImpl@19f372a5","net.sourceforge.jtds.jdbc.ClobImpl@5a701268","net.sourceforge.jtds.jdbc.ClobImpl@6b4e1bdb",2001,"Oncogene",20,7368,7374,"net.sourceforge.jtds.jdbc.ClobImpl@1c238a2b","PM:11704866","11704866",false,"No","","fixed/frozen","DNA","DGGE","direct",true,false,false,false,true,true,true,true,false,false,false
1374,,"journal","p53 gene mutations and expression of p53 and mdm2 proteins in invasive breast carcinoma. A comparative analysis with clinico-pathological factors","net.sourceforge.jtds.jdbc.ClobImpl@1e47a550","net.sourceforge.jtds.jdbc.ClobImpl@447e07a2","net.sourceforge.jtds.jdbc.ClobImpl@5ff55c35",1997,"J Cancer Res Clin Oncol",123,388,394,"net.sourceforge.jtds.jdbc.ClobImpl@5f07f732","PM:9260591","9260591",false,"No","","frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,true,false,false
1375,1375,"journal","Alterations of the p16-pRb pathway and the chromosome locus 9p21-22 in non-small-cell lung carcinomas: relationship with p53 and MDM2 protein expression","net.sourceforge.jtds.jdbc.ClobImpl@7cc9a4a7","net.sourceforge.jtds.jdbc.ClobImpl@483eff8b","net.sourceforge.jtds.jdbc.ClobImpl@3ddf064d",1998,"Am J Pathol",153,1749,1765,"net.sourceforge.jtds.jdbc.ClobImpl@5d81d8a3","PM:9846966","9846966",false,"No","Add info from ref 1376 and 1557;","frozen","DNA","SSCP","direct",false,false,false,true,true,true,true,true,true,false,false
1376,1375,"journal","Association of allelic imbalance at locus D13S171 (BRCA2) and p53 alterations with tumor kinetics and chromosomal instability (aneuploidy) in nonsmall cell lung carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@6c5cb328","net.sourceforge.jtds.jdbc.ClobImpl@53a1cb8f","net.sourceforge.jtds.jdbc.ClobImpl@168952d8",2000,"Cancer",89,1933,1945,"net.sourceforge.jtds.jdbc.ClobImpl@451ed46a","PM:11064350","11064350",false,"No","Add info for ref 1375. No data attached.","","","","",false,false,false,false,false,false,false,false,false,false,false
1377,,"journal","Exclusion of a p53 germline mutation in a classic Li-Fraumeni syndrome family","net.sourceforge.jtds.jdbc.ClobImpl@4cd2fa12","net.sourceforge.jtds.jdbc.ClobImpl@11f2adb4","net.sourceforge.jtds.jdbc.ClobImpl@4db122c0",1998,"Hum Genet",102,681,686,"net.sourceforge.jtds.jdbc.ClobImpl@7e3f1298","PM:9703430","9703430",false,"No","","","DNA/RNA","SSCP/FASAY","direct/cloned",false,true,true,true,true,true,true,true,true,true,true
1378,,"journal","Alterations of retinoblastoma, p53, p16(CDKN2), and p15 genes in human astrocytomas","net.sourceforge.jtds.jdbc.ClobImpl@25667527","net.sourceforge.jtds.jdbc.ClobImpl@217de332","net.sourceforge.jtds.jdbc.ClobImpl@651e72ff",1996,"Cancer",78,287,293,"net.sourceforge.jtds.jdbc.ClobImpl@63330716","PM:8674005","8674005",false,"No","","frozen","DNA","SSCP","direct",false,false,false,true,true,true,true,true,true,false,false
1379,,"journal","Alteration of the p53 gene of lung carcinomas with sarcomatous transformation (spindle cell carcinoma): analysis of four cases","net.sourceforge.jtds.jdbc.ClobImpl@75ea991a","net.sourceforge.jtds.jdbc.ClobImpl@3bc090e6","net.sourceforge.jtds.jdbc.ClobImpl@2ddf84eb",1995,"Pathol Int",46,38,45,"net.sourceforge.jtds.jdbc.ClobImpl@56af3df1","PM:10846548","10846548",false,"No","","fixed","DNA","none","direct",false,false,false,true,true,true,true,true,false,false,false
1380,,"journal","The relationship between the gene mutation of p53 and the protein expression of p53 and Ki-67 in non-Hodgkin's lymphomas","net.sourceforge.jtds.jdbc.ClobImpl@772c5c77","net.sourceforge.jtds.jdbc.ClobImpl@48d4a5d4","net.sourceforge.jtds.jdbc.ClobImpl@19fd88f9",1996,"Pathol Int",46,130,136,"net.sourceforge.jtds.jdbc.ClobImpl@36926e82","PM:10846560","10846560",false,"No","","frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,true,false,false
1381,,"journal","Establishment of a human hemangiosarcoma cell line (ISO-HAS)","net.sourceforge.jtds.jdbc.ClobImpl@23c853c3","net.sourceforge.jtds.jdbc.ClobImpl@4edfa86b","net.sourceforge.jtds.jdbc.ClobImpl@3b104b09",1999,"Int J Cancer",81,305,308,"net.sourceforge.jtds.jdbc.ClobImpl@1ed3c497","PM:10188735","10188735",false,"No","","fixed","DNA","none","cloned",false,false,false,false,true,true,true,true,false,false,false
1382,1269,"journal","p53 and survival in early onset breast cancer: analysis of gene mutations, loss of heterozygosity and protein accumulation","net.sourceforge.jtds.jdbc.ClobImpl@7fe4cac5","net.sourceforge.jtds.jdbc.ClobImpl@4c4bb9a2","net.sourceforge.jtds.jdbc.ClobImpl@753aeb21",1999,"Eur J Cancer",35,1202,1207,"net.sourceforge.jtds.jdbc.ClobImpl@75cd7e6d","PM:10615230","10615230",false,"No","Duplicate of ref 1269","fixed","DNA","none","direct",false,false,false,false,true,true,true,true,false,false,false
1383,,"journal","Relationship of p53 mutations to epidermal cell proliferation and apoptosis in human UV-induced skin carcinogenesis","net.sourceforge.jtds.jdbc.ClobImpl@2ca630f3","net.sourceforge.jtds.jdbc.ClobImpl@3db11a6c","net.sourceforge.jtds.jdbc.ClobImpl@1ff08d18",1999,"Neoplasia",1,468,475,"net.sourceforge.jtds.jdbc.ClobImpl@150b69d","PM:10933063","10933063",false,"No","For chronically sun-damaged skin, 5/13 sample mutated, for normal skin 2/14 were mutated","fixed","DNA","SSCP","direct",true,false,false,false,true,true,true,true,false,false,false
1384,,"journal","Sporadic p53 mutations and absence of ras mutations in glioblastomas","net.sourceforge.jtds.jdbc.ClobImpl@1c6c3fec","net.sourceforge.jtds.jdbc.ClobImpl@293b2477","net.sourceforge.jtds.jdbc.ClobImpl@32b8f405",1999,"Acta Neurochir (Wien )",141,593,599,"net.sourceforge.jtds.jdbc.ClobImpl@36d84891","PM:10929724","10929724",false,"No","","frozen","DNA","SSCP","cloned",false,false,false,false,true,true,true,true,false,false,false
1385,,"journal","Microsatellite instability and p53 mutations in hepatocellular carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@4b3692f9","net.sourceforge.jtds.jdbc.ClobImpl@3bde0f74","net.sourceforge.jtds.jdbc.ClobImpl@4e33ccd6",1999,"Mol Cell Biol Res Commun",2,155,161,"net.sourceforge.jtds.jdbc.ClobImpl@3adb8941","PM:10662591","10662591",false,"No","","fixed","DNA","SSCP","direct",false,true,true,true,true,true,true,true,true,true,true
1386,,"journal","Somatic mutations of LKB1 and beta-catenin genes in gastrointestinal polyps from patients with Peutz-Jeghers syndrome","net.sourceforge.jtds.jdbc.ClobImpl@450565b9","net.sourceforge.jtds.jdbc.ClobImpl@e6b77c2","net.sourceforge.jtds.jdbc.ClobImpl@5e6e5fa5",2000,"Cancer Res",60,6311,6313,"net.sourceforge.jtds.jdbc.ClobImpl@389944a8","PM:11103790","11103790",false,"No","","fixed/frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1387,,"journal","Association between INK4a-ARF and p53 mutations in skin carcinomas of xeroderma pigmentosum patients","net.sourceforge.jtds.jdbc.ClobImpl@565fc6af","net.sourceforge.jtds.jdbc.ClobImpl@3df6ec1","net.sourceforge.jtds.jdbc.ClobImpl@2f609a68",2000,"J Natl Cancer Inst",92,1841,1847,"net.sourceforge.jtds.jdbc.ClobImpl@5d2e3728","PM:11078762","11078762",false,"No","","frozen","DNA","SSCP","direct",false,false,false,true,true,true,true,true,true,false,false
1388,,"journal","Co-expression of p53 and bcl-2 may correlate to the presence of epstein- barr virus genome and the expression of proliferating cell nuclear antigen in nasopharyngeal carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@756ce89c","net.sourceforge.jtds.jdbc.ClobImpl@dbd2996","net.sourceforge.jtds.jdbc.ClobImpl@26a54193",2000,"Cancer Lett",160,199,208,"net.sourceforge.jtds.jdbc.ClobImpl@a1eb518","PM:11053650","11053650",false,"No","","fixed","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1389,,"journal","Genomic aberrations in human hepatocellular carcinomas of differing etiologies","net.sourceforge.jtds.jdbc.ClobImpl@182484cf","net.sourceforge.jtds.jdbc.ClobImpl@7c31ffc4","net.sourceforge.jtds.jdbc.ClobImpl@70148008",2000,"Clin Cancer Res",6,4000,4009,"net.sourceforge.jtds.jdbc.ClobImpl@fdd5d67","PM:11051249","11051249",false,"No","","","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1390,,"journal","High frequency of clonally related tumors in cases of multiple synchronous lung cancers as revealed by molecular diagnosis","net.sourceforge.jtds.jdbc.ClobImpl@3363b2af","net.sourceforge.jtds.jdbc.ClobImpl@405fa4d8","net.sourceforge.jtds.jdbc.ClobImpl@141f681b",2000,"Clin Cancer Res",6,3994,3999,"net.sourceforge.jtds.jdbc.ClobImpl@714c299a","PM:11051248","11051248",false,"No","","fixed","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1391,,"journal","Functional evaluation of p53 and PTEN gene mutations in gliomas","net.sourceforge.jtds.jdbc.ClobImpl@5f940bd6","net.sourceforge.jtds.jdbc.ClobImpl@62d00d98","net.sourceforge.jtds.jdbc.ClobImpl@de0fe69",2000,"Clin Cancer Res",6,3937,3943,"net.sourceforge.jtds.jdbc.ClobImpl@1d7016b6","PM:11051241","11051241",false,"No","","frozen","RNA","FASAY","cloned",false,false,false,false,true,true,true,true,true,true,false
1392,,"journal","Heterogeneity in the clinical phenotype of TP53 mutations in breast cancer patients","net.sourceforge.jtds.jdbc.ClobImpl@62c56475","net.sourceforge.jtds.jdbc.ClobImpl@1b1978","net.sourceforge.jtds.jdbc.ClobImpl@a82bca4",2000,"Clin Cancer Res",6,3923,3931,"net.sourceforge.jtds.jdbc.ClobImpl@17dacee4","PM:11051239","11051239",false,"No","","","DNA","DGGE","direct",false,true,true,true,true,true,true,true,true,true,true
1393,,"journal","Molecular changes in second primary lung and breast cancers after therapy for Hodgkin's disease","net.sourceforge.jtds.jdbc.ClobImpl@5e75e6a6","net.sourceforge.jtds.jdbc.ClobImpl@67de4c9","net.sourceforge.jtds.jdbc.ClobImpl@19850f3e",2000,"Cancer Epidemiol Biomarkers Prev",9,1027,1035,"net.sourceforge.jtds.jdbc.ClobImpl@58e94f04","PM:11045784","11045784",false,"No","","fixed","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1394,,"journal","A novel natural killer cell line (KHYG-1) from a patient with aggressive natural killer cell leukemia carrying a p53 point mutation","net.sourceforge.jtds.jdbc.ClobImpl@2958c269","net.sourceforge.jtds.jdbc.ClobImpl@406a3027","net.sourceforge.jtds.jdbc.ClobImpl@71a73beb",2000,"Leukemia",14,922,930,"net.sourceforge.jtds.jdbc.ClobImpl@63a4cbb4","PM:10803526","10803526",false,"No","","fresh","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1395,,"journal","p53 gene status and expression of p53, mdm2, and p21Waf1/Cip1 proteins in colorectal cancer","net.sourceforge.jtds.jdbc.ClobImpl@c001623","net.sourceforge.jtds.jdbc.ClobImpl@1dfaf48c","net.sourceforge.jtds.jdbc.ClobImpl@55caecbb",2000,"Virchows Arch",437,241,247,"net.sourceforge.jtds.jdbc.ClobImpl@10f674dd","PM:11037343","11037343",false,"No","","frozen","DNA","SSCP","direct",false,false,false,true,true,true,true,true,true,false,false
1396,,"journal","A serine 37 mutation associated with two missense mutations at highly conserved regions of p53 affect pro-apoptotic genes expression in a T-lymphoblastoid drug resistant cell line","net.sourceforge.jtds.jdbc.ClobImpl@1c4bd9ee","net.sourceforge.jtds.jdbc.ClobImpl@56df007f","net.sourceforge.jtds.jdbc.ClobImpl@5472912b",2000,"Oncogene",19,5098,5105,"net.sourceforge.jtds.jdbc.ClobImpl@770157e4","PM:11042698","11042698",false,"No","","","DNA","SSCP","direct",false,false,false,true,true,true,true,true,true,true,true
1397,,"journal","A common polymorphism acts as an intragenic modifier of mutant p53 behaviour","net.sourceforge.jtds.jdbc.ClobImpl@35477443","net.sourceforge.jtds.jdbc.ClobImpl@1b35466c","net.sourceforge.jtds.jdbc.ClobImpl@5b0e77e8",2000,"Nat Genet",25,47,54,"net.sourceforge.jtds.jdbc.ClobImpl@26cda51a","PM:10802655","10802655",false,"No","HPV status in Brooks et al. Cancer Res.  2000","frozen","DNA","SSCP","cloned",false,false,false,true,true,true,true,true,true,false,false
1398,,"journal","Human TP53 from the malignant glioma-derived cell lines M059J and M059K has a cancer-associated mutation in exon 8","net.sourceforge.jtds.jdbc.ClobImpl@28a638ec","net.sourceforge.jtds.jdbc.ClobImpl@19111db2","net.sourceforge.jtds.jdbc.ClobImpl@3108884f",2000,"Radiat Res",154,473,476,"net.sourceforge.jtds.jdbc.ClobImpl@7a261e01","PM:11023613","11023613",false,"No","","","DNA","none","direct",false,true,true,true,true,true,true,true,true,true,true
1399,,"journal","p53 mutations in prostatic intraepithelial neoplasia and concurrent carcinoma: analysis of laser capture microdissected specimens from non- transition and transition zones","net.sourceforge.jtds.jdbc.ClobImpl@635e38f1","net.sourceforge.jtds.jdbc.ClobImpl@72b355a5","net.sourceforge.jtds.jdbc.ClobImpl@78cf14c",2000,"Jpn J Cancer Res",91,941,947,"net.sourceforge.jtds.jdbc.ClobImpl@4d9021aa","PM:11011123","11011123",false,"No","","","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
1400,,"journal","TP53 mutations and MDM2 gene amplification in squamous-cell carcinomas of the esophagus in south Thailand.","net.sourceforge.jtds.jdbc.ClobImpl@5f1b0159","net.sourceforge.jtds.jdbc.ClobImpl@376d6962","net.sourceforge.jtds.jdbc.ClobImpl@578bf852",2000,"Int J Cancer",88,223,227,"net.sourceforge.jtds.jdbc.ClobImpl@1bda0e78","PM:11004672","11004672",false,"No","","fresh/frozen","DNA","DGGE","direct",true,false,false,false,true,true,true,true,false,false,false
1401,,"journal","Abnormal expression of the ATM and TP53 genes in sporadic breast carcinomas","net.sourceforge.jtds.jdbc.ClobImpl@1c4cd593","net.sourceforge.jtds.jdbc.ClobImpl@40369901","net.sourceforge.jtds.jdbc.ClobImpl@48f7a03d",2000,"Clin Cancer Res",6,3536,3544,"net.sourceforge.jtds.jdbc.ClobImpl@395ce95","PM:10999741","10999741",false,"No","","fixed","DNA","DGGE","direct",false,false,false,true,true,true,true,true,true,false,false
1402,1402,"journal","P53 mutations in primary and metastatic tumors and circulating tumor cells from colorectal carcinoma patients","net.sourceforge.jtds.jdbc.ClobImpl@798f7339","net.sourceforge.jtds.jdbc.ClobImpl@d051398","net.sourceforge.jtds.jdbc.ClobImpl@7806ac4d",2000,"Clin Cancer Res",6,3499,3504,"net.sourceforge.jtds.jdbc.ClobImpl@55ca34be","PM:10999735","10999735",false,"No","See ref 1681","frozen","RNA","none","direct",false,false,false,true,true,true,true,true,true,false,false
1403,,"journal","Combined RAF1 protein expression and p53 mutational status provides a strong predictor of cellular radiosensitivity","net.sourceforge.jtds.jdbc.ClobImpl@57de8385","net.sourceforge.jtds.jdbc.ClobImpl@7262d335","net.sourceforge.jtds.jdbc.ClobImpl@3fcb6df0",2000,"Br J Cancer",83,1084,1095,"net.sourceforge.jtds.jdbc.ClobImpl@3b20c173","PM:10993658","10993658",false,"No","","","RNA","none","direct",false,true,true,true,true,true,true,true,true,true,true
1404,,"journal","Persistent genetic abnormalities in Barrett's esophagus after photodynamic therapy","net.sourceforge.jtds.jdbc.ClobImpl@18c1bf39","net.sourceforge.jtds.jdbc.ClobImpl@7cde2c6f","net.sourceforge.jtds.jdbc.ClobImpl@181e6ae9",2000,"Gastroenterology",119,624,630,"net.sourceforge.jtds.jdbc.ClobImpl@25881bc0","PM:10982754","10982754",false,"No","","fixed","DNA","none","direct",false,false,false,false,true,true,true,true,false,false,false
1405,,"journal","Chromosomal instability and p53 inactivation are required for genesis of glioblastoma but not for colorectal cancer in patients with germline mismatch repair gene mutation","net.sourceforge.jtds.jdbc.ClobImpl@3025403f","net.sourceforge.jtds.jdbc.ClobImpl@3d15af00","net.sourceforge.jtds.jdbc.ClobImpl@56b7d369",2000,"Oncogene",19,4079,4083,"net.sourceforge.jtds.jdbc.ClobImpl@33049464","PM:10962567","10962567",false,"No","","","DNA","none","direct",false,false,false,false,true,true,true,true,true,false,false
1406,,"journal","p53 mutational spectra are different between squamous-cell carcinomas of the lip and the oral cavity","net.sourceforge.jtds.jdbc.ClobImpl@293a1e83","net.sourceforge.jtds.jdbc.ClobImpl@3947c90b","net.sourceforge.jtds.jdbc.ClobImpl@518369d1",2000,"Int J Cancer",88,82,86,"net.sourceforge.jtds.jdbc.ClobImpl@46b37031","PM:10962443","10962443",false,"No","","frozen","DNA","TTGE","direct",false,false,false,false,true,true,true,true,false,false,false
