"Prevalence_ID","Ref_ID","Topo_code","Morpho_ID","Sample_analyzed","Sample_mutated","Country_ID","Comment"
1399,1971,"C50",16,38,3,15,""
1400,1972,"C42",1031,9,5,24,""
1401,1975,"C40",733,9,0,242,"Low grade cases"
1402,1976,"C40",733,25,2,24,""
1403,1977,"C49",654,11,2,36,""
1404,1979,"C34",103,39,1,50,""
1405,1979,"C34",21,3,1,50,""
1406,1979,"C34",376,2,1,50,""
1408,1981,"C15",16,207,104,6,"197/207 Squamous cel carcinomas"
1409,1982,"C71",863,20,5,242,""
1410,1983,"C44",1032,12,6,6,""
1411,1984,"C50",3,100,3,32,""
1412,1985,"C16",3,41,14,6,""
1413,1988,"C61",3,98,44,54,""
1414,1989,"C64-C68",89,75,24,36,""
1415,1991,"C55",264,23,3,54,"tamoxifen-associated cases"
1416,1991,"C55",304,3,1,54,"tamoxifen-associated cases"
1417,1991,"C55",605,3,3,54,"tamoxifen-associated cases"
1418,1991,"C55",264,23,1,54,"non-tamoxifen-associated cases"
1419,1991,"C55",304,3,2,54,"non-tamoxifen-associated cases"
1420,1991,"C55",605,3,2,54,"non-tamoxifen-associated cases"
1421,1992,"C31",108,30,18,19,""
1422,1993,"C15",1040,236,39,54,""
1423,1998,"C00-C14",53,36,26,16,""
1424,1999,"C18-C20",16,61,24,16,""
1425,2000,"C53",53,40,4,37,""
1426,2002,"C67",16,11,6,30,"Patients operated before Chernobyl accident"
1427,2002,"C67",3,18,3,30,"Patients operated after Chernobyl accident"
1428,1200,"C32",53,50,17,19,""
1429,2006,"C49",567,45,11,36,""
1430,2007,"C44",70,25,7,19,""
1431,2007,"C44",53,7,3,19,""
1432,2009,"C50",16,47,25,57,""
1433,2010,"C34",53,33,21,15,""
1434,2010,"C34",36,18,16,15,""
1435,2011,"C15",53,11,8,36,""
1436,2012,"C53",36,10,1,36,""
1437,2014,"C22",143,15,4,15,""
1438,2014,"C22",132,12,2,15,""
1439,2015,"C18-C20",103,88,50,19,"MIN cases"
1440,1246,"C56",3,24,12,36,""
1441,2016,"C18-C20",103,21,12,36,"non-polypoid growth"
1443,2017,"C50",166,6,3,54,""
1444,2017,"C50",1033,10,5,54,""
1445,2018,"C42",981,36,11,54,""
1446,2019,"C41",787,11,0,36,""
1447,2136,"C67",3,330,30,54,"10/75 in women & 20/255 in men"
1448,2023,"C50",3,368,130,54,""
1449,2024,"C71",843,29,3,54,"Pediatric cases"
1450,2028,"C34",41,118,57,36,""
1451,2029,"C18-C20",103,50,15,85,"Sporadic cases"
1452,2029,"C18-C20",103,15,3,85,"inflammatory bowel disease associated cases"
1453,2030,"C31",30,8,4,36,""
1454,2030,"C30",30,4,2,36,""
1455,2030,"C32",30,4,2,36,""
1456,2031,"C30",947,32,6,36,""
1457,2033,"C18-C20",100,63,7,36,""
1458,2033,"C18-C20",159,43,4,36,""
1459,2034,"C34",41,11,5,16,""
1460,2035,"C49",580,45,10,36,""
1462,2036,"C49",535,36,6,36,""
1463,2039,"C77",981,11,3,36,""
1464,2039,"C77",909,7,1,36,""
1465,2039,"C42",1031,4,1,36,""
1466,2039,"C42",993,4,0,36,""
1467,2039,"C77",906,5,2,36,""
1468,2040,"C77",930,24,4,16,""
1470,2041,"C42",1029,40,3,29,""
1471,2042,"C15",1047,16,2,54,""
1472,2042,"C15",1040,10,1,54,""
1473,2042,"C15",1041,20,1,54,""
1474,2042,"C15",103,11,2,54,""
1476,2043,"C18-C20",3,20,10,54,""
1477,2044,"C80",928,48,9,157,""
1478,2045,"C71",824,36,13,54,""
1479,2049,"C44",53,7,2,27,""
1480,2054,"C22",137,48,27,50,""
1481,2055,"C34",103,154,26,54,""
1482,2055,"C34",376,49,16,54,""
1483,2055,"C34",53,92,31,54,""
1484,2055,"C34",170,7,0,54,""
1485,2055,"C34",36,3,2,54,""
1486,2055,"C34",21,3,2,54,""
1487,1441,"C42",981,8,2,19,""
1488,1441,"C42",924,6,3,19,""
1489,2078,"C18-C20",16,23,6,14,"MMR gene mutation negative group"
1490,2078,"C18-C20",16,31,4,14,"MMR gene mutation positive group"
1491,2079,"C56",16,127,102,22,""
1495,2082,"C42",981,88,4,54,"analysis of association with clinical outcome not performed bcse not enough nber of patients"
1498,2083,"C18-C20",16,213,96,6,"10/56 MSS-diploid cases, 80/138 MSS-aneuploid cases, 8/30 stage I tumors, 23/38 stage IV tumors"
1502,2084,"C70",878,8,0,51,""
1503,2084,"C70",876,19,1,51,"benign tumors"
1504,2085,"C67",89,119,78,24,"T1G3 cases"
1505,2086,"C22",137,41,17,8,""
1506,2087,"C15",16,50,10,8,""
1507,2089,"C56",3,124,35,13,""
1508,2090,"C20",16,70,35,15,""
1510,2093,"C16",103,113,19,36,""
1513,2095,"C34",103,47,20,82,""
1514,2095,"C34",53,54,40,82,""
1515,2095,"C34",376,16,12,82,""
1516,2096,"C42",988,62,9,19,""
1517,2098,"C50",340,6,0,3,"Grade 1 cases"
1518,2098,"C50",340,6,0,3,"Grade 2 cases"
1519,2098,"C50",340,4,1,3,"Grade 3 cases"
1520,2099,"C56",103,30,19,21,"BRCA1 carriers"
1523,2100,"C18-C20",3,100,35,19,"The frequency of TP53 mutations increased as tumor stage increased."
1524,2101,"C77",928,9,1,24,""
1525,2102,"C18-C20",3,44,20,27,"Metastasis (in liver)"
1526,2103,"C67",89,52,19,11,""
1527,2104,"C42",942,36,2,16,"2/23  lymphomatoid palulosis and 0/13 cutaneous anaplastic large cell lymphoma"
1528,2105,"C22",137,9,5,22,""
1529,2105,"C22",1047,11,3,22,"Cirrhosis"
1530,2106,"C50",340,46,10,13,""
1531,2106,"C50",359,4,1,13,""
1532,2106,"C50",44,2,1,13,""
1533,2106,"C50",166,4,0,13,""
1534,2107,"C44",458,39,1,24,""
1535,2108,"C18-C20",16,40,18,54,""
1536,2109,"C00-C14",53,24,5,54,""
1537,2111,"C56",103,48,19,36,""
1538,2112,"C34",16,30,22,6,""
1539,2113,"C18-C20",16,13,8,19,"proximal to the splenic flexure CRC"
1540,2113,"C18-C20",16,15,9,19,"distal to the splenic flexure CRC"
1541,2114,"C18-C20",16,38,22,29,""
1542,2116,"C42",907,107,27,36,""
1543,2117,"C06",53,12,4,157,""
1544,2117,"C03",53,5,1,157,""
1545,2117,"C00",53,2,1,157,""
1546,2117,"C05",53,1,0,157,""
1547,2118,"C71",835,16,2,6,"Primary tumors"
1548,2118,"C71",835,13,5,6,"recurrent tumors from low grade gliomas"
1549,2120,"C64-C68",89,75,47,50,""
1550,2122,"C67",3,69,12,13,"TP53 mutations asociated with a progressive disease course"
1551,2123,"C71",819,11,2,22,""
1552,2124,"C25",103,48,20,29,"mutation screened in pancreatic juice"
1553,2124,"C25",1047,49,2,29,"chronic pancreatitis (mutation screened in pancreatic juice)"
1554,2125,"C42",988,25,1,22,""
1555,2125,"C42",999,65,4,22,"+ 1 polymorphims at codon 213"
1556,2127,"C18",332,13,0,36,"appendix"
1557,2127,"C18",333,14,6,36,"appendix"
1558,2127,"C18",100,3,0,36,"appendix, nonmucinous adenoma"
1559,2127,"C18",16,3,2,36,"appendix, nonmucinous carcinoma"
1560,2315,"C71",824,12,5,3,"Grade 2 cases"
1561,2315,"C71",825,10,3,3,"Grade 3 cases"
1562,2315,"C71",835,34,3,3,"Grade 4 cases"
1563,2130,"C16",3,226,143,36,""
1564,2131,"C18-C20",16,227,122,21,"MSS cases"
1565,2132,"C56",303,6,0,54,""
1566,2132,"C56",305,11,2,54,""
1567,2132,"C56",323,14,2,54,""
1568,2132,"C56",319,12,2,54,""
1569,2132,"C56",304,59,30,54,""
1570,2133,"C54",16,49,9,16,""
1571,2134,"C54",16,59,12,54,"p53 alterations associated with tumor grade and clinical stage"
1572,2135,"C44",70,42,16,16,"17 - 1 polymorphism"
1575,2137,"C18-C20",16,4,3,23,""
1576,2138,"C15",53,24,9,6,""
1577,2138,"C15",1047,17,10,6,"Adjacent normal area"
1578,2140,"C44",458,51,7,16,""
1579,2140,"C30",481,3,0,16,""
1580,2141,"C54",264,78,9,36,"13/19 non-endometrioid carcinomas"
1581,2141,"C54",1033,9,0,36,"endometrium"
1582,2141,"C54",1047,41,0,36,"endometrium"
1583,2142,"C54",264,44,3,27,"no recurrence"
1584,2142,"C54",264,44,7,27,""
1585,2144,"C18-C20",100,78,3,29,""
1586,2145,"C18-C20",16,10,9,26,"early CRC (T1 & T2)"
1587,2145,"C18-C20",16,20,7,26,"Metastasis"
1588,2146,"C77",928,37,17,36,"autoimmune disease cases"
1589,2146,"C77",939,13,7,36,"autoimmune disease cases"
1590,2147,"C41",808,52,0,16,""
1593,2148,"C71",820,11,0,15,""
1594,2151,"C15",53,36,8,32,"male patients"
1595,2151,"C15",53,19,11,32,"Female patients"
1596,2152,"C49",554,64,8,36,""
1597,2158,"C71",835,20,16,36,"secondary cases (Grade IV)"
1598,2158,"C71",835,22,0,36,"primary cases (Grade IV)"
1599,2159,"C74",3,20,5,1,""
1600,2160,"C16",16,42,14,36,""
1601,2161,"C67",16,106,17,19,""
1602,2162,"C16",103,100,25,50,""
1603,2163,"C15",3,33,2,32,"Kashmir region"
1604,2163,"C15",3,32,4,32,"Dibrugarh region"
1605,2163,"C15",3,36,11,32,"New Delhi region"
1606,2164,"C16",16,62,12,36,""
1607,2165,"C71",840,23,5,29,"Grade 2 cases"
1608,2165,"C71",841,13,3,29,"Grade 3 cases"
1609,2165,"C71",814,28,14,29,"Grade 2 cases"
1610,2165,"C71",814,27,12,29,"Grade 3 cases"
1611,2167,"C00-C14",53,37,11,54,"HPV positive cases"
1612,2167,"C00-C14",53,129,54,54,"HPV negative cases"
1613,2168,"C50",16,68,17,16,""
1614,2169,"C32",53,158,87,13,""
1615,2170,"C71",835,70,20,16,""
1617,2174,"C18-C20",16,81,29,29,""
1618,2175,"C32",53,55,17,6,""
1621,2178,"C15",53,42,14,36,""
1622,2180,"C56",103,122,80,10,""
1623,2181,"C18-C20",3,38,21,22,""
1624,2182,"C18",16,185,59,27,""
1625,2184,"C40",768,60,8,54,""
1626,2187,"C56",16,46,25,36,"BRCA1 carriers"
1627,2187,"C56",16,93,40,36,"Sporadic cases"
1628,2188,"C18-C20",3,57,20,36,"Linklwith Duke B to D staging (p=0,028), lymph vessel invasion (p=0,021) & venous invasion (p=0,03)"
1629,2189,"C42",983,22,3,36,""
1631,2192,"C50",16,391,47,15,""
1633,2197,"C18-C20",16,46,25,14,""
1634,2198,"C42",993,67,9,16,""
1635,2199,"C71",835,12,1,15,""
1636,2199,"C71",876,6,0,15,""
1637,2199,"C77",906,2,2,15,""
1638,2199,"C71",894,7,0,15,""
1639,2199,"C71",723,1,0,15,""
1640,2201,"C69",1055,11,0,54,""
1641,2200,"C77",943,36,3,54,""
1642,2203,"C50",16,42,3,17,""
1643,2204,"C15",53,75,34,50,""
1644,2206,"C50",3,44,16,58,""
1645,2206,"C54",3,15,2,58,"endometrium cancer"
1646,2206,"C53",103,8,0,58,""
1647,2206,"C53",53,5,0,58,""
1648,2206,"C56",3,45,36,58,""
1649,2207,"C56",304,50,22,4,""
1650,2207,"C56",264,18,9,4,""
1651,2207,"C56",213,16,1,4,""
1652,2207,"C56",333,2,0,4,""
1653,2207,"C56",230,3,1,4,""
1654,2207,"C56",25,2,1,4,""
1655,2210,"C69",1055,51,8,50,""
1656,2212,"C30",947,58,36,36,""
1657,2212,"C77",947,42,13,37,""
1658,2209,"C42",981,155,6,29,""
1659,2179,"C18-C20",333,35,6,36,""
1660,2213,"C23",16,22,14,36,""
1661,2215,"C71",835,41,11,54,""
1662,2216,"C34",41,61,28,50,""
1663,2217,"C18-C20",3,227,154,85,""
1664,2218,"C18-C20",16,79,23,36,""
1665,2219,"C15",3,41,18,50,""
1666,2220,"C23",16,30,20,5,""
1667,2222,"C18-C20",3,116,62,36,""
1668,2223,"C18-C20",16,89,31,29,""
1669,2213,"C24",16,15,8,36,""
1670,1979,"C34",53,50,13,50,""
1671,103,"C56",3,52,46,54,"IHC p53 positive"
1672,103,"C56",3,10,1,54,"IHC p53 negative"
1673,1337,"C00-C14",53,16,15,27,"Patients with matched lymph node metastases"
1674,1337,"C00-C14",53,14,13,27,"Patients with metachronous HNSCC at different sites"
1675,1337,"C00-C14",53,10,10,27,"Patients with multiple SCC (either primary, or metastasis)"
1676,1624,"C44",1037,42,17,54,"Patients before any treatment"
1677,1624,"C44",1037,42,12,54,"Patients after topical placebo treatment"
1678,580,"C15",103,20,14,18,"ADC arised on a Barrett's esophagus background"
1679,580,"C16",103,41,26,18,"Gastro-oesophageal junction"
1681,1594,"C34",103,17,9,27,"Patients with multiple primary lung carcinoma"
1682,1312,"C34",36,61,36,54,""
1683,1215,"C06",53,14,13,49,"Toombak-dippers"
1684,1215,"C06",53,14,8,49,"non-snuff dippers"
1685,1215,"C06",53,28,15,44,""
1686,1209,"C15",53,43,32,6,""
1687,913,"C22",137,26,24,6,"AFB1 & HBV high exposure area (Fusui)"
1688,913,"C22",137,14,10,6,"high HBV exposure area, but  low AFB1 (Yulin)"
1689,1586,"C22",137,71,30,16,""
1690,1497,"C56",3,104,30,16,""
1691,1528,"C18",103,51,30,54,""
1692,1313,"C15",1044,58,29,54,""
1693,96,"C67",16,40,16,85,"current smokers"
1694,96,"C67",16,40,13,85,"Non-smokers"
1695,96,"C67",16,4,4,85,"Ex-smokers"
1696,1150,"C34",170,10,0,85,""
1697,1150,"C34",180,11,3,85,""
1698,1150,"C34",21,18,10,85,""
1699,1150,"C34",36,20,15,85,""
1700,1322,"C16",103,50,21,15,"Cardia ADC"
1701,1322,"C16",103,20,5,15,"Antrum ADC"
1704,1317,"C18",16,21,15,36,"Patients with multiple synchronous CRC"
1705,1056,"C00-C14",1033,6,0,36,""
1706,1056,"C00-C14",1041,14,5,36,""
1707,1056,"C00-C14",53,33,10,36,""
1709,377,"C15",53,29,16,6,""
1710,377,"C15",1047,3,1,6,""
1711,377,"C15",1033,23,3,6,""
1712,377,"C15",1041,11,4,6,""
1713,1005,"C49",500,24,21,36,"Postradiation sarcoma"
1714,1263,"C16",3,28,3,36,"MSI positive cases"
1715,1263,"C16",3,15,9,36,"MSI +/- cases"
1716,1263,"C16",3,25,10,36,"MSI negative cases"
1717,2050,"C44",1047,10,8,25,"skin adjacent to BCC staining positive for p53"
1718,537,"C18-C20",103,18,8,54,"Mutations present in 14/18 in liver metastasis of the same patients"
1719,1036,"C15",53,13,9,4,""
1722,1295,"C32",3,42,20,4,""
1723,325,"C00-C14",16,44,18,26,""
1724,1103,"C55",319,32,18,54,""
1725,649,"C32",53,61,18,54,""
1726,743,"C50",340,146,18,4,""
1728,1323,"C15",103,19,10,54,""
1729,1323,"C16",103,18,8,54,""
1730,1781,"C00-C14",53,50,30,27,""
1731,1119,"C00-C14",53,28,18,27,""
1733,1745,"C16",108,15,6,37,""
1734,948,"C71",836,19,17,57,""
1735,1360,"C42",1012,61,17,16,""
1736,1290,"C34",53,37,18,54,""
1737,1222,"C44",477,2,2,27,""
1738,1222,"C44",459,5,2,27,""
1739,1222,"C44",478,8,2,27,""
1740,1222,"C44",458,1,0,27,""
1741,977,"C61",16,26,10,54,"metastatic primary carcinoma"
1742,520,"C01",53,2,2,54,""
1743,301,"C50",340,65,16,36,""
1744,1707,"C32",53,21,16,27,""
1745,1227,"C44",65,23,9,50,"blackfoot disease endemic aera (arsenic-exposed)"
1746,1227,"C44",70,7,1,50,"blackfoot disease endemic aera (arsenic-exposed)"
1747,1227,"C44",53,9,6,50,"blackfoot disease endemic aera (arsenic-exposed)"
1748,1016,"C00-C14",1036,60,8,16,""
1749,1016,"C00-C14",53,73,7,16,""
1750,1245,"C34",16,23,6,54,"non-smoker women"
1751,1245,"C34",16,32,10,54,"smoker women"
1752,1351,"C67",3,15,8,36,""
1753,1351,"C65",3,5,0,36,""
1754,1351,"C66",3,2,0,36,""
1755,1351,"C67",3,7,4,36,"Patients with multiple urothelial tumors"
1756,1351,"C65",3,4,2,36,"Patients with multiple urothelial tumors"
1757,1351,"C66",3,3,1,36,"Patients with multiple urothelial tumors"
1758,860,"C11",16,23,15,6,""
1759,1191,"C42",988,68,4,37,""
1760,1795,"C23",16,8,3,36,""
1761,1795,"C24",16,19,11,36,""
1762,1795,"C22",16,3,1,36,""
1763,1523,"C18-C20",16,25,14,25,""
1765,1564,"C25",103,44,21,19,"With additional cases of ref 51"
1766,1564,"C25",373,6,0,19,""
1767,1564,"C25",311,5,0,19,""
1768,1564,"C25",116,45,1,19,"pancreatic endocrine tumors with additional cases of ref 1129"
1769,1612,"C67",15,20,11,16,""
1771,1362,"C24",103,52,14,36,"Excluding cancers of the ampulla of Vater"
1772,1297,"C56",333,3,2,54,""
1773,1297,"C56",264,5,1,54,""
1774,1297,"C56",213,3,1,54,""
1775,1297,"C56",53,1,0,54,""
1776,1297,"C56",25,10,4,54,""
1777,1297,"C56",606,2,1,54,""
1778,1297,"C55",16,6,1,54,""
1779,1297,"C56",7,10,0,54,"Tumors benign or with low malignant potential"
1780,1297,"C76",6,4,0,54,"Non-ovarian pelvic tumors"
1781,1193,"C32",53,45,14,54,""
1782,1194,"C10",53,22,14,21,""
1783,1182,"C06",53,40,10,32,""
1784,1182,"C03",53,25,1,32,""
1785,1182,"C02",53,16,2,32,""
1786,1182,"C04",53,1,1,32,""
1787,1182,"C00",53,1,0,32,""
1788,392,"C06",53,30,5,41,""
1789,392,"C06",53,20,9,54,""
1790,1195,"C13",53,1,0,27,""
1791,1195,"C10",53,2,2,27,""
1792,1195,"C32",53,6,6,27,""
1793,1195,"C00-C14",53,6,5,27,""
1794,791,"C00-C14",53,85,13,19,""
1795,780,"C02",53,8,2,54,""
1796,780,"C06",53,6,2,54,""
1797,780,"C10",53,26,4,54,""
1798,780,"C13",53,7,3,54,""
1799,780,"C32",53,19,5,54,""
1800,1176,"C54",16,25,5,54,"MSI positive cases"
1801,1176,"C54",16,25,8,54,"MSI negative cases"
1802,1070,"C06",53,55,13,47,""
1803,876,"C50",3,98,13,54,"Bilateral breast cancers in 49 women"
1804,1098,"C06",53,31,7,50,""
1805,1098,"C02",53,8,1,50,""
1806,1098,"C03",53,5,2,50,""
1807,1098,"C04",53,3,1,50,""
1808,1098,"C05",53,3,1,50,""
1809,1247,"C18",173,22,4,54,""
1810,1247,"C18",169,18,8,54,""
1817,435,"C32",16,41,12,36,""
1818,1249,"C22",132,40,12,37,""
1819,1331,"C10",53,10,4,16,""
1820,1331,"C32",53,9,5,16,""
1821,1331,"C13",53,8,1,16,""
1822,1331,"C06",53,6,2,16,""
1823,1190,"C34",41,105,54,14,""
1824,924,"C18-C20",16,10,10,36,""
1825,1239,"C61",3,40,12,16,""
1826,1179,"C06",53,14,7,27,""
1827,1179,"C10",53,5,2,27,""
1828,1179,"C13",53,1,1,27,""
1829,1179,"C32",53,3,2,27,""
1830,793,"C25",16,14,12,36,"p53-positive cases"
1831,1368,"C50",3,16,5,19,"serum p53 antibody-positive patients"
1832,1368,"C50",3,16,7,19,"serum p53 antibody-negative, but tumor p53 protein-positive patients"
1833,1224,"C22",137,24,12,6,""
1834,384,"C44",70,11,10,25,""
1835,499,"C67",16,18,2,36,""
1836,499,"C67",16,42,9,54,""
1837,1696,"C50",3,51,11,29,""
1838,1131,"C34",53,25,11,24,""
1839,741,"C23",190,9,2,36,"Polypoid type"
1840,741,"C23",103,7,2,36,"Polypoid type"
1841,741,"C23",103,16,11,36,"Flat type"
1842,1743,"C71",831,6,1,54,""
1843,1743,"C71",816,4,0,54,""
1844,1272,"C71",841,24,3,54,"With cases of ref 337"
1845,1272,"C71",840,23,3,54,"With cases of ref 337"
1846,337,"C71",820,11,0,54,"In children"
1847,1272,"C71",814,7,4,54,""
1848,337,"C71",838,1,1,54,""
1849,1274,"C56",301,3,1,54,""
1850,1274,"C56",302,15,10,54,""
1851,1214,"C18-C20",103,25,13,15,""
1852,1699,"C18-C20",100,60,11,29,""
1853,1244,"C49",532,35,5,22,""
1854,1244,"C49",510,11,0,22,""
1855,1244,"C49",535,6,0,22,""
1856,1244,"C49",567,13,1,22,""
1857,1244,"C49",546,14,2,22,""
1858,1244,"C47",891,15,2,22,""
1859,1232,"C22",132,22,10,36,"Thorotrast-exposed patients"
1860,923,"C00-C14",53,15,6,27,""
1861,968,"C06",53,13,6,48,""
1862,968,"C03",53,4,0,48,""
1863,968,"C02",53,4,3,48,""
1864,968,"C05",53,2,1,48,""
1865,968,"C06",1036,5,0,48,""
1866,968,"C06",1049,1,0,48,""
1867,968,"C05",1036,1,0,48,""
1868,968,"C05",1049,1,0,48,""
1869,968,"C00",1036,1,0,48,""
1871,545,"C50",16,15,5,35,""
1872,545,"C18-C20",16,5,3,35,""
1873,1226,"C34",16,40,10,36,"Patients with double primary lung carcinoma"
1874,1116,"C18-C20",3,33,10,54,""
1875,510,"C16",100,13,1,36,""
1876,510,"C16",16,23,9,36,""
1877,1311,"C22",137,11,8,36,"Thorotrast-exposed patients"
1878,1311,"C22",132,5,1,36,"Thorotrast-exposed patients"
1879,1311,"C49",700,3,1,36,"Thorotrast-exposed patients"
1880,1097,"C18",16,20,5,16,""
1881,1097,"C50",16,15,0,16,""
1882,1015,"C44",1047,3,1,34,"XP patient"
1883,1015,"C44",1033,1,1,34,"XP patient"
1884,1015,"C44",1041,2,2,34,"XP patient"
1885,1015,"C44",53,2,1,34,"XP patient"
1886,1015,"C44",70,3,3,34,"XP patient"
1887,1338,"C22",137,18,11,16,"Vinyl-chloride exposed patients"
1888,1627,"C71",835,22,8,19,""
1889,1627,"C71",824,9,2,19,"Grade 1/3 cases"
1890,33,"C25",16,7,3,54,""
1895,404,"C42",993,11,2,15,""
1896,404,"C42",1024,10,0,15,""
1897,404,"C42",1025,2,0,15,""
1898,404,"C42",1026,22,4,15,""
1899,404,"C42",1027,10,1,15,""
1900,404,"C42",1013,22,0,15,""
1901,404,"C42",1031,6,3,15,"Cases after progression in AML"
1902,112,"C42",1013,58,1,15,""
1903,418,"C42",988,21,1,15,""
1904,1337,"C34",53,5,5,27,"Patients with multiple SCC (either primary, or metastasis)"
1905,1624,"C44",1037,42,11,54,"Patients after topical DFMO treatment"
1906,1158,"C44",1038,1,1,15,"XP patients"
1907,1158,"C44",65,3,2,15,"XP patients"
1908,1158,"C44",1037,3,2,15,"XP patients"
1909,1158,"C44",70,6,6,15,"XP patients"
1910,1158,"C44",53,27,22,15,"XP patients"
1911,1158,"C44",458,3,1,15,"XP patients"
1912,1258,"C49",700,7,7,36,"Thorotrast-exposed patients"
1913,1258,"C22",132,10,9,36,"Thorotrast-exposed patients"
1914,1258,"C22",137,2,2,36,"Thorotrast-exposed patients"
1916,1258,"C64",215,3,2,36,"Thorotrast-exposed patients"
1917,1594,"C34",53,36,25,27,"Patients with multiple primary lung carcinoma"
1918,1594,"C34",376,3,2,27,"Patients with multiple primary lung carcinoma"
1919,1317,"C20",16,11,10,36,"Patients with multiple synchronous CRC"
1920,1213,"C05",1041,4,2,54,""
1921,1213,"C05",15,2,2,54,""
1922,1213,"C06",1041,3,1,54,""
1923,1213,"C06",15,2,2,54,""
1924,1213,"C04",1041,3,1,54,""
1925,1213,"C04",15,2,1,54,""
1926,1213,"C02",1041,3,1,54,""
1927,1213,"C02",15,2,0,54,""
1928,1213,"C09",1041,1,1,54,""
1929,1213,"C09",15,2,2,54,""
1930,2224,"C50",3,78,16,4,""
1931,1745,"C16",1039,15,3,37,""
1932,706,"C15",53,6,6,6,""
1933,520,"C02",53,9,5,54,""
1934,520,"C04",53,3,3,54,""
1935,520,"C32",53,4,3,54,""
1936,520,"C41",53,1,1,54,""
1937,2050,"C44",1047,10,8,25,"skin adjacent to SCC staining positive for p53"
1938,1851,"C15",1040,48,2,29,""
1940,1438,"C15",103,9,8,16,""
1941,1438,"C15",1041,5,2,16,""
1942,1327,"C02",53,3,2,54,""
1943,1327,"C02",15,1,1,54,""
1944,1327,"C06",53,1,1,54,""
1945,1327,"C06",15,1,1,54,""
1946,1327,"C04",53,1,0,54,""
1947,1327,"C10",53,1,1,54,""
1948,1327,"C03",53,2,2,54,""
1949,1308,"C34",3,35,4,36,""
1950,1292,"C67",15,6,4,30,"Patients from Chernobyl contaminated area"
1951,1292,"C67",89,1,1,30,"Patient from Chernobyl contaminated area"
1952,1107,"C67",1034,153,9,16,""
1953,947,"C61",1033,9,7,54,""
1954,915,"C25",1047,80,4,16,"chronic pancreatitis"
1955,800,"C44",1047,9,0,54,"Sun-shielded"
1956,800,"C44",1047,7,2,54,"Intermittent sun exposure"
1957,800,"C44",1047,17,3,54,"Chronic sun exposure"
1958,61,"C00-C14",15,24,5,54,""
1959,478,"C06",1041,14,3,54,""
1960,231,"C44",53,23,11,60,"XP patients"
1961,231,"C44",458,2,0,60,"XP patients"
1962,382,"C18-C20",16,5,3,54,"Colitis-associated"
1963,4,"C15",53,10,1,54,""
1964,4,"C15",103,14,5,54,""
1965,98,"C18-C20",100,24,0,36,"Non-familial Adenomatous Polyposis"
1966,98,"C18-C20",15,19,2,36,"Non-familial Adenomatous Polyposis"
1967,98,"C18-C20",16,71,35,36,"Non-familial Adenomatous Polyposis (invasive cancers)"
1968,120,"C71",835,7,3,85,""
1969,120,"C71",824,3,1,85,""
1970,407,"C16",103,40,9,54,""
1971,709,"C71",824,17,7,85,""
1972,713,"C22",143,7,2,36,""
1973,737,"C16",16,12,8,54,""
1974,742,"C61",103,11,1,54,""
1975,863,"C15",53,18,9,19,""
1976,875,"C16",103,12,8,19,""
1977,1001,"C42",988,23,0,50,""
1978,1094,"C40",733,16,0,19,"Mutations present in 4/16 metastasis of the same patients"
1979,1094,"C41",733,2,0,19,""
1980,1111,"C42",993,73,9,36,""
1981,1148,"C34",53,35,9,36,""
1982,1148,"C34",103,26,6,36,""
1983,965,"C44",1041,12,8,25,""
1984,965,"C44",15,4,4,25,""
1985,965,"C44",53,3,3,25,""
1986,2395,"C18-C20",103,97,55,15,"Metastasis (in liver)"
1987,1393,"C34",103,11,4,56,"Secondary cancer after therapy for Hodgkin's Disease"
1988,1393,"C34",53,1,1,56,"Secondary cancer after therapy for Hodgkin's Disease"
1989,1393,"C34",21,3,3,56,"Secondary cancer after therapy for Hodgkin's Disease"
1990,1393,"C34",36,4,3,56,"Secondary cancer after therapy for Hodgkin's Disease"
1991,1393,"C50",340,19,2,56,"Secondary cancer after therapy for Hodgkin's Disease"
1992,2176,"C77",932,29,4,29,"Recurrent cases transformed to DLBCL; Mutations present in 8/29 DLBCL from the same patients"
1993,1772,"C11",16,31,5,50,"Recurrent cases after radiotherapy"
1996,1958,"C20",16,5,2,36,"Secondary cancer after radiotherapy for cervical cancer"
1997,1637,"C53",103,5,1,16,"Recurrent cases"
1998,1637,"C53",57,13,0,16,"Recurrent cases"
1999,2232,"C00-C14",53,180,125,13,""
2000,2238,"C50",3,370,105,25,"Node-positive primary breast cancers"
2001,2239,"C53",103,29,5,25,"Removed 1 sample mutated because mutation = validated polymorphism at codon 213"
2002,2240,"C08",602,28,3,19,""
2003,2240,"C08",148,4,2,19,""
2004,2241,"C15",103,25,15,16,""
2005,2243,"C44",937,11,3,19,""
2006,2244,"C34",41,93,41,15,"Modified according to data sent by the authors"
2007,2245,"C50",3,248,48,54,""
2008,2246,"C77",935,29,3,27,""
2009,2248,"C71",813,1,0,16,""
2010,2249,"C18-C20",16,26,4,19,"Stage A patients"
2011,2249,"C18-C20",16,40,18,19,"Stage B patients"
2012,2249,"C18-C20",16,44,18,19,"Stage C patients"
2013,2249,"C18-C20",16,25,12,19,"Stage D patients"
2014,1621,"C50",3,142,23,54,"Former smokers"
2015,1621,"C50",3,229,54,54,"Never smokers"
2016,2250,"C71",825,2,2,85,""
2017,2250,"C71",835,33,6,85,"Tumors with telomerase activity"
